# Wordlist

# DATA
ID	CONCEPT	COUNTERPART	DOCULECT	COGID	TOKENS	IPA
732	*strakkjanan	stretch	English	201	s t r ɛ ʧ	strɛʧ
733	*strakkjanan	strekken	Dutch	201	s t r ɛ k ə	strɛkə
#
492	*strangiz	*strangiz	Proto-Germanic	135	s t r a n g	strangiz
493	*strangiz	Strang	German	135	ʃ t r a ŋ	ʃtraŋ
494	*strangiz	string	English	135	s t r ɪ ŋ	strɪŋ
495	*strangiz	streng	Dutch	135	s t r ɛ ŋ	strɛŋ
#
1360	*straumaz	*straumaz	Proto-Germanic	373	s t r au m	straumaz
1361	*straumaz	Strom	German	373	ʃ t r oː m	ʃtroːm
1362	*straumaz	stream	English	373	s t r iː m	striːm
1363	*straumaz	stroom	Dutch	373	s t r oː m	stroːm
#
1252	*strawan	*strawan	Proto-Germanic	344	s t r a w	strawan
1253	*strawan	Stroh	German	344	ʃ t r oː	ʃtroː
1254	*strawan	straw	English	344	s t r ɔː	strɔː
1255	*strawan	stro	Dutch	344	s t r oː	stroː
#
356	*strawjanan	*strawjanan	Proto-Germanic	99	s t r a w j a n	strawjanan
357	*strawjanan	streuen	German	99	ʃ t r ɔyə n	ʃtrɔyən
358	*strawjanan	strew	English	99	s t r uː	struː
359	*strawjanan	strooien	Dutch	99	s t r oː j ə	stroːjə
#
1899	*stukkaz	*stukkaz	Proto-Germanic	521	s t u kk	stukkaz
1900	*stukkaz	Stock	German	521	ʃ t ɔ k	ʃtɔk
1901	*stukkaz	stock	English	521	s t ɔ k	stɔk
1902	*stukkaz	stok	Dutch	521	s t ɔ k	stɔk
#
592	*sturkaz	*sturkaz	Proto-Germanic	163	s t u r k	sturkaz
593	*sturkaz	Storch	German	163	ʃ t ɔ r x	ʃtɔrx
594	*sturkaz	stork	English	163	s t ɔː k	stɔːk
#
669	*sturmaz	*sturmaz	Proto-Germanic	184	s t u r m	sturmaz
670	*sturmaz	Sturm	German	184	ʃ t ʊ r m	ʃtʊrm
671	*sturmaz	storm	English	184	s t ɔː m	stɔːm
672	*sturmaz	storm	Dutch	184	s t ɔ r m	stɔrm
#
540	*stēnan	*stēnan	Proto-Germanic	148	s t eː n	steːnan
541	*stēnan	stehen	German	148	ʃ t eːə n	ʃteːən
542	*stēnan	staan	Dutch	148	s t aː n	staːn
#
439	*stīganan	*stīganan	Proto-Germanic	121	s t iː g a n	stiːganan
440	*stīganan	steigen	German	121	ʃ t ai ɡ ə n	ʃtaiɡən
441	*stīganan	stijgen	Dutch	121	s t ɛɪ ɣ ə	stɛɪɣə
#
605	*stōdan	*stōdan	Proto-Germanic	167	s t oː d	stoːdan
606	*stōdan	Stute	German	167	ʃ t uː t ə	ʃtuːtə
607	*stōdan	stud	English	167	s t ʌ d	stʌd
#
1892	*stōlaz	*stōlaz	Proto-Germanic	519	s t oː l	stoːlaz
1893	*stōlaz	Stuhl	German	519	ʃ t uː l	ʃtuːl
1894	*stōlaz	stool	English	519	s t uː l	stuːl
1895	*stōlaz	stoel	Dutch	519	s t uː l	stuːl
#
1869	*sumeraz	*sumeraz	Proto-Germanic	513	s u m e r	sumeraz
1870	*sumeraz	Sommer	German	513	z ɔ m ə r	zɔmər
1871	*sumeraz	summer	English	513	s ʌ m ə r	sʌmər
1872	*sumeraz	zomer	Dutch	513	z oː m ə r	zoːmər
#
1653	*sundrōjanan	*sundrōjanan	Proto-Germanic	454	s u n d r oː j a n	sundroːjanan
1654	*sundrōjanan	sondern	German	454	z ɔ n d ə r n	zɔndərn
1655	*sundrōjanan	sunder	English	454	s ʌ n d ə r	sʌndər
1656	*sundrōjanan	afzonderen	Dutch	454	ɑ f s ɔ n d ə r ə	ɑfsɔndərə
#
1755	*sunnōn	*sunnōn	Proto-Germanic	481	s u nn oː n	sunnoːn
1756	*sunnōn	Sonne	German	481	z ɔ n ə	zɔnə
1757	*sunnōn	sun	English	481	s ʌ n	sʌn
1758	*sunnōn	zon	Dutch	481	z ɔ n	zɔn
#
690	*sunuz	*sunuz	Proto-Germanic	190	s u n	sunuz
691	*sunuz	Sohn	German	190	z oː n	zoːn
692	*sunuz	zoon	Dutch	190	z oː n	zoːn
#
1097	*surgō	*surgō	Proto-Germanic	301	s u r g oː	surgoː
1098	*surgō	Sorge	German	301	z ɔ r ɡ ə	zɔrɡə
1099	*surgō	sorrow	English	301	s ɔ r əʊ	sɔrəʊ
1100	*surgō	zorg	Dutch	301	z ɔ r x	zɔrx
#
1458	*suxtiz	*suxtiz	Proto-Germanic	399	s u x t	suxtiz
1459	*suxtiz	Sucht	German	399	z ʊ x t	zʊxt
1460	*suxtiz	zucht	Dutch	399	z ʉ x t	zʉxt
#
1280	*swalgwōn	*swalgwōn	Proto-Germanic	352	s w a l g w oː n	swalgwoːn
1281	*swalgwōn	Schwalbe	German	352	ʃ v a l b ə	ʃvalbə
1282	*swalgwōn	swallow	English	352	s ʋ ɔ l əʊ	sʋɔləʊ
1283	*swalgwōn	zwaluw	Dutch	352	z ʋ aː l yː ʋ	zʋaːlyːʋ
#
1628	*swanaz	*swanaz	Proto-Germanic	447	s w a n	swanaz
1629	*swanaz	Schwan	German	447	ʃ v aː n	ʃvaːn
1630	*swanaz	swan	English	447	s ʋ ɔ n	sʋɔn
#
1903	*swangwjanan	*swangwjanan	Proto-Germanic	522	s w a n g w j a n	swangwjanan
1904	*swangwjanan	schwenken	German	522	ʃ v ɛ ŋ k ə n	ʃvɛŋkən
1905	*swangwjanan	zwenken	Dutch	522	z ʋ ɛ ŋ k ə	zʋɛŋkə
#
677	*swellanan	*swellanan	Proto-Germanic	186	s w e ll a n	swellanan
678	*swellanan	schwellen	German	186	ʃ v ɛ l ə n	ʃvɛlən
679	*swellanan	swell	English	186	s ʋ ɛ l	sʋɛl
#
982	*swemmanan	*swemmanan	Proto-Germanic	270	s w e mm a n	swemmanan
983	*swemmanan	schwimmen	German	270	ʃ v ɪ m ə n	ʃvɪmən
984	*swemmanan	swim	English	270	s ʋ ɪ m	sʋɪm
985	*swemmanan	zwemmen	Dutch	270	z ʋ ɛ m ə	zʋɛmə
#
206	*swerdan	*swerdan	Proto-Germanic	58	s w e r d	swerdan
207	*swerdan	Schwert	German	58	ʃ v eː r t	ʃveːrt
208	*swerdan	sword	English	58	s ɔː d	sɔːd
209	*swerdan	zwaard	Dutch	58	z ʋ aː r t	zʋaːrt
#
1052	*swestēr	*swestēr	Proto-Germanic	289	s w e s t eː r	swesteːr
1053	*swestēr	Schwester	German	289	ʃ v ɛ s t ə r	ʃvɛstər
1054	*swestēr	sister	English	289	s ɪ s t ə r	sɪstər
1055	*swestēr	zuster	Dutch	289	z ʉ s t ə r	zʉstər
#
1075	*swīnan	*swīnan	Proto-Germanic	295	s w iː n	swiːnan
1076	*swīnan	Schwein	German	295	ʃ v ai n	ʃvain
1077	*swīnan	swine	English	295	s ʋ aɪ n	sʋaɪn
1078	*swīnan	zwijn	Dutch	295	z ʋ ɛɪ n	zʋɛɪn
#
229	*sīdōn	*sīdōn	Proto-Germanic	64	s iː d oː n	siːdoːn
230	*sīdōn	Seite	German	64	z ai t ə	zaitə
231	*sīdōn	side	English	64	s aɪ d	saɪd
#
104	*sōkjanan	*sōkjanan	Proto-Germanic	30	s oː k j a n	soːkjanan
105	*sōkjanan	suchen	German	30	z uː x ə n	zuːxən
106	*sōkjanan	seek	English	30	s iː k	siːk
107	*sōkjanan	zoeken	Dutch	30	z uː k ə	zuːkə
#
1498	*sūganan	*sūganan	Proto-Germanic	411	s uː g a n	suːganan
1499	*sūganan	saugen	German	411	z au ɡ ə n	zauɡən
1500	*sūganan	zuigen	Dutch	411	z œy ɣ ə	zœyɣə
#
1364	*sūpanan	*sūpanan	Proto-Germanic	374	s uː p a n	suːpanan
1365	*sūpanan	saufen	German	374	z au f ə n	zaufən
1366	*sūpanan	sup	English	374	s ʌ p	sʌp
1367	*sūpanan	zuipen	Dutch	374	z œy p ə	zœypə
#
1589	*taiknan	*taiknan	Proto-Germanic	436	t ai k n	taiknan
1590	*taiknan	Zeichen	German	436	t͡s ai x ə n	t͡saixən
1591	*taiknan	token	English	436	t əʊ k ə n	təʊkən
1592	*taiknan	teken	Dutch	436	t eː k ə	teːkə
#
1720	*taixwō	*taixwō	Proto-Germanic	472	t ai x w oː	taixwoː
1721	*taixwō	Zehe	German	472	t͡s eːə	t͡seːə
1722	*taixwō	toe	English	472	t əʊ	təʊ
1723	*taixwō	teen	Dutch	472	t eː n	teːn
#
1185	*talaz	*talaz	Proto-Germanic	325	t a l	talaz
1186	*talaz	Zahl	German	325	t͡s aː l	t͡saːl
1187	*talaz	taal	Dutch	325	t aː l	taːl
#
1202	*tangō	*tangō	Proto-Germanic	330	t a n g oː	tangoː
1203	*tangō	Zange	German	330	t͡s a ŋ ə	t͡saŋə
1204	*tangō	tongs	English	330	t ɔ ŋ z	tɔŋz
1205	*tangō	tang	Dutch	330	t ɑ ŋ	tɑŋ
#
327	*tappōn	*tappōn	Proto-Germanic	91	t a pp oː n	tappoːn
328	*tappōn	Zapfen	German	91	t͡s a p͡f ə n	t͡sap͡fən
329	*tappōn	tap	English	91	t æ p	tæp
330	*tappōn	tap	Dutch	91	t ɑ p	tɑp
#
1386	*tauxmaz	*tauxmaz	Proto-Germanic	380	t au x m	tauxmaz
1387	*tauxmaz	Zaum	German	380	t͡s au m	t͡saum
1388	*tauxmaz	team	English	380	t iː m	tiːm
1389	*tauxmaz	toom	Dutch	380	t oː m	toːm
#
812	*temran	*temran	Proto-Germanic	223	t e m r	temran
813	*temran	Zimmer	German	223	t͡s ɪ m ə r	t͡sɪmər
814	*temran	timber	English	223	t ɪ m b ə r	tɪmbər
#
860	*texun	*texun	Proto-Germanic	237	t e x u n	texun
861	*texun	zehn	German	237	t͡s eː n	t͡seːn
862	*texun	ten	English	237	t ɛ n	tɛn
863	*texun	tien	Dutch	237	t iː n	tiːn
#
978	*tikkōn	*tikkōn	Proto-Germanic	269	t i kk oː n	tikkoːn
979	*tikkōn	Zecke	German	269	t͡s ɛ k ə	t͡sɛkə
980	*tikkōn	tick	English	269	t ɪ k	tɪk
981	*tikkōn	teek	Dutch	269	t eː k	teːk
#
1681	*tredanan	*tredanan	Proto-Germanic	461	t r e d a n	tredanan
1682	*tredanan	treten	German	461	t r eː t ə n	treːtən
1683	*tredanan	tread	English	461	t r ɛ d	trɛd
1684	*tredanan	treden	Dutch	461	t r eː d ə	treːdə
#
1216	*trugan	*trugan	Proto-Germanic	334	t r u g	trugan
1217	*trugan	Trog	German	334	t r oː k	troːk
1218	*trugan	trough	English	334	t r ɔ f	trɔf
#
1673	*tungōn	*tungōn	Proto-Germanic	459	t u n g oː n	tungoːn
1674	*tungōn	Zunge	German	459	t͡s ʊ ŋ ə	t͡sʊŋə
1675	*tungōn	tongue	English	459	t ʌ ŋ	tʌŋ
1676	*tungōn	tong	Dutch	459	t ɔ ŋ	tɔŋ
#
1256	*tuxtiz	*tuxtiz	Proto-Germanic	345	t u x t	tuxtiz
1257	*tuxtiz	Zucht	German	345	t͡s ʊ x t	t͡sʊxt
1258	*tuxtiz	tucht	Dutch	345	t ʉ x t	tʉxt
#
957	*tīdiz	*tīdiz	Proto-Germanic	263	t iː d	tiːdiz
958	*tīdiz	Zeit	German	263	t͡s ai t	t͡sait
959	*tīdiz	tide	English	263	t aɪ d	taɪd
960	*tīdiz	tijd	Dutch	263	t ɛɪ t	tɛɪt
#
1739	*tūnan	*tūnan	Proto-Germanic	477	t uː n	tuːnan
1740	*tūnan	Zaun	German	477	t͡s au n	t͡saun
1741	*tūnan	town	English	477	t aʊ n	taʊn
1742	*tūnan	tuin	Dutch	477	t œy n	tœyn
#
1009	*ufnaz	*ufnaz	Proto-Germanic	277	u f n	ufnaz
1010	*ufnaz	Ofen	German	277	oː f ə n	oːfən
1011	*ufnaz	oven	English	277	ʌ v ṇ	ʌvṇ
1012	*ufnaz	oven	Dutch	277	oː v ə	oːvə
#
507	*utraz	*utraz	Proto-Germanic	139	u t r	utraz
508	*utraz	Otter	German	139	ɔ t ə r	ɔtər
509	*utraz	adder	English	139	æ d ə r	ædər
510	*utraz	adder	Dutch	139	ɑ d ə r	ɑdər
#
683	*uxsōn	*uxsōn	Proto-Germanic	188	u x s oː n	uxsoːn
684	*uxsōn	Ochse	German	188	ɔ k s ə	ɔksə
685	*uxsōn	ox	English	188	ɔ k s	ɔks
686	*uxsōn	os	Dutch	188	ɔ s	ɔs
#
819	*uzdaz	*uzdaz	Proto-Germanic	225	u z d	uzdaz
820	*uzdaz	Ort	German	225	ɔ r t	ɔrt
821	*uzdaz	oord	Dutch	225	oː r t	oːrt
#
1276	*wabsaz	*wabsaz	Proto-Germanic	351	w a b s	wabsaz
1277	*wabsaz	Wespe	German	351	v ɛ s p ə	vɛspə
1278	*wabsaz	wasp	English	351	ʋ ɔ s p	ʋɔsp
1279	*wabsaz	wesp	Dutch	351	ʋ ɛ s p	ʋɛsp
#
1013	*wadan	*wadan	Proto-Germanic	278	w a d	wadan
1014	*wadan	Watt	German	278	v a t	vat
1015	*wadan	wad	Dutch	278	ʋ ɑ t	ʋɑt
#
653	*wadanan	*wadanan	Proto-Germanic	180	w a d a n	wadanan
654	*wadanan	waten	German	180	v aː t ə n	vaːtən
655	*wadanan	wade	English	180	ʋ eɪ d	ʋeɪd
656	*wadanan	waden	Dutch	180	ʋ aː d ə	ʋaːdə
#
634	*wagnaz	*wagnaz	Proto-Germanic	175	w a g n	wagnaz
635	*wagnaz	Wagen	German	175	v aː ɡ ə n	vaːɡən
636	*wagnaz	wain	English	175	ʋ eɪ n	ʋeɪn
637	*wagnaz	wagen	Dutch	175	ʋ aː ɣ ə	ʋaːɣə
#
687	*wainōjanan	*wainōjanan	Proto-Germanic	189	w ai n oː j a n	wainoːjanan
688	*wainōjanan	weinen	German	189	v ai n ə n	vainən
689	*wainōjanan	whine	English	189	ʋ aɪ n	ʋaɪn
#
1269	*waiθiz	*waiθiz	Proto-Germanic	349	w ai θ	waiθiz
1270	*waiθiz	Weide	German	349	v ai d ə	vaidə
1271	*waiθiz	withy	English	349	ʋ ɪ ð ɪ	ʋɪðɪ
1272	*waiθiz	weide	Dutch	349	ʋ ɛɪ d ə	ʋɛɪdə
#
161	*wakjanan	*wakjanan	Proto-Germanic	46	w a k j a n	wakjanan
162	*wakjanan	wecken	German	46	v ɛ k ə n	vɛkən
163	*wakjanan	wekken	Dutch	46	ʋ ɛ k ə	ʋɛkə
#
1038	*wakēnan	*wakēnan	Proto-Germanic	285	w a k eː n	wakeːnan
1039	*wakēnan	wachen	German	285	v a x ə n	vaxən
1040	*wakēnan	wake	English	285	ʋ eɪ k	ʋeɪk
1041	*wakēnan	waken	Dutch	285	ʋ aː k ə	ʋaːkə
#
410	*walaz	*walaz	Proto-Germanic	113	w a l	walaz
411	*walaz	Wal	German	113	v aː l	vaːl
412	*walaz	whale	English	113	ʋ eɪ l	ʋeɪl
413	*walaz	wal	Dutch	113	ʋ ɑ l	ʋɑl
#
1263	*waldanan	*waldanan	Proto-Germanic	347	w a l d a n	waldanan
1264	*waldanan	walten	German	347	v a l t ə n	valtən
1265	*waldanan	wield	English	347	ʋ iː l d	ʋiːld
#
1661	*waljanan	*waljanan	Proto-Germanic	456	w a l j a n	waljanan
1662	*waljanan	wollen	German	456	v ɔ l ə n	vɔlən
1663	*waljanan	will	English	456	ʋ ɪ l	ʋɪl
1664	*waljanan	willen	Dutch	456	ʋ ɪ l ə	ʋɪlə
#
701	*walθuz	*walθuz	Proto-Germanic	193	w a l θ	walθuz
702	*walθuz	Wald	German	193	v a l t	valt
703	*walθuz	wold	English	193	ʋ əʊ l d	ʋəʊld
704	*walθuz	woud	Dutch	193	ʋ ɑu t	ʋɑut
#
1432	*wangon	*wangon	Proto-Germanic	392	w a n g o n	wangon
1433	*wangon	Wange	German	392	v a ŋ ə	vaŋə
1434	*wangon	wang	Dutch	392	ʋ ɑ ŋ	ʋɑŋ
#
1766	*warpan	*warpan	Proto-Germanic	484	w a r p	warpan
1767	*warpan	Werft	German	484	v ɛ r f t	vɛrft
1768	*warpan	warp	English	484	ʋ ɔː p	ʋɔːp
1769	*warpan	werf	Dutch	484	ʋ ɛ r f	ʋɛrf
#
1170	*warto	*warto	Proto-Germanic	321	w a r t o	warto
1171	*warto	Warze	German	321	v a r t͡s ə	vart͡sə
1172	*warto	wart	English	321	ʋ ɔː t	ʋɔːt
1173	*warto	wrat	Dutch	321	ʋ r ɑ t	ʋrɑt
#
1266	*wasjanan	*wasjanan	Proto-Germanic	348	w a s j a n	wasjanan
1267	*wasjanan	wehren	German	348	v eː r ə n	veːrən
1268	*wasjanan	weren	Dutch	348	ʋ eː r ə	ʋeːrə
#
998	*waskanan	*waskanan	Proto-Germanic	274	w a s k a n	waskanan
999	*waskanan	waschen	German	274	v a ʃ ə n	vaʃən
1000	*waskanan	wash	English	274	ʋ ɔ ʃ	ʋɔʃ
1001	*waskanan	wassen	Dutch	274	ʋ ɑ s ə	ʋɑsə
#
1129	*watnan	*watnan	Proto-Germanic	310	w a t n	watnan
1130	*watnan	Wasser	German	310	v a s ə r	vasər
1131	*watnan	water	English	310	ʋ ɔː t ə r	ʋɔːtər
1132	*watnan	water	Dutch	310	ʋ aː t ə r	ʋaːtər
#
846	*waxsan	*waxsan	Proto-Germanic	233	w a x s	waxsan
847	*waxsan	Wachs	German	233	v a k s	vaks
848	*waxsan	wax	English	233	ʋ æ k s	ʋæks
849	*waxsan	was	Dutch	233	ʋ ɑ s	ʋɑs
#
693	*waxsanan	*waxsanan	Proto-Germanic	191	w a x s a n	waxsanan
694	*waxsanan	wachsen	German	191	v a k s ə n	vaksən
695	*waxsanan	wax	English	191	ʋ æ k s	ʋæks
696	*waxsanan	wassen	Dutch	191	ʋ ɑ s ə	ʋɑsə
#
1929	*webanan	*webanan	Proto-Germanic	530	w e b a n	webanan
1930	*webanan	weben	German	530	v eː b ə n	veːbən
1931	*webanan	weave	English	530	ʋ iː v	ʋiːv
1932	*webanan	weven	Dutch	530	ʋ eː v ə	ʋeːvə
#
657	*wedran	*wedran	Proto-Germanic	181	w e d r	wedran
658	*wedran	Wetter	German	181	v ɛ t ə r	vɛtər
659	*wedran	weather	English	181	ʋ ɛ ð ə r	ʋɛðər
660	*wedran	weder	Dutch	181	ʋ eː d ə r	ʋeːdər
#
1880	*wegaz	*wegaz	Proto-Germanic	516	w e g	wegaz
1881	*wegaz	Weg	German	516	v eː k	veːk
1882	*wegaz	way	English	516	ʋ eɪ	ʋeɪ
1883	*wegaz	weg	Dutch	516	ʋ ɛ x	ʋɛx
#
214	*weljōn	*weljōn	Proto-Germanic	60	w e l j oː n	weljoːn
215	*weljōn	Wille	German	60	v ɪ l ə	vɪlə
216	*weljōn	will	English	60	ʋ ɪ l	ʋɪl
217	*weljōn	wil	Dutch	60	ʋ ɪ l	ʋɪl
#
897	*wendanan	*wendanan	Proto-Germanic	247	w e n d a n	wendanan
898	*wendanan	winden	German	247	v ɪ n d ə n	vɪndən
899	*wendanan	wind	English	247	ʋ ɪ n d	ʋɪnd
900	*wendanan	winden	Dutch	247	ʋ ɪ n d ə	ʋɪndə
#
274	*wentruz	*wentruz	Proto-Germanic	76	w e n t r	wentruz
275	*wentruz	Winter	German	76	v ɪ n t ə r	vɪntər
276	*wentruz	winter	English	76	ʋ ɪ n t ə r	ʋɪntər
277	*wentruz	winter	Dutch	76	ʋ ɪ n t ə r	ʋɪntər
#
792	*werduz	*werduz	Proto-Germanic	217	w e r d	werduz
793	*werduz	Wirt	German	217	v ɪ r t	vɪrt
794	*werduz	waard	Dutch	217	ʋ aː r t	ʋaːrt
#
1559	*werpanan	*werpanan	Proto-Germanic	428	w e r p a n	werpanan
1560	*werpanan	werfen	German	428	v ɛ r f ə n	vɛrfən
1561	*werpanan	warp	English	428	ʋ ɔː p	ʋɔːp
1562	*werpanan	werpen	Dutch	428	ʋ ɛ r p ə	ʋɛrpə
#
765	*werθanan	*werθanan	Proto-Germanic	210	w e r θ a n	werθanan
766	*werθanan	werden	German	210	v eː r d ə n	veːrdən
767	*werθanan	worden	Dutch	210	ʋ ɔ r d ə	ʋɔrdə
#
1491	*weslon	*weslon	Proto-Germanic	409	w e s l o n	weslon
1492	*weslon	Wiesel	German	409	v iː z ə l	viːzəl
1493	*weslon	weasel	English	409	ʋ iː z ḷ	ʋiːzḷ
1494	*weslon	wezel	Dutch	409	ʋ eː z ə l	ʋeːzəl
#
1318	*westanē	*westanē	Proto-Germanic	362	w e s t a n eː	westaneː
1319	*westanē	Westen	German	362	v ɛ s t ə n	vɛstən
1320	*westanē	west	English	362	ʋ ɛ s t	ʋɛst
1321	*westanē	westen	Dutch	362	ʋ ɛ s t ə	ʋɛstə
#
1104	*wextiz	*wextiz	Proto-Germanic	303	w e x t	wextiz
1105	*wextiz	Wicht	German	303	v ɪ x t	vɪxt
1106	*wextiz	wight	English	303	ʋ aɪ t	ʋaɪt
#
194	*widuwōn	*widuwōn	Proto-Germanic	55	w i d u w oː n	widuwoːn
195	*widuwōn	Witwe	German	55	v ɪ t v ə	vɪtvə
196	*widuwōn	widow	English	55	ʋ ɪ d əʊ	ʋɪdəʊ
197	*widuwōn	weduwe	Dutch	55	ʋ eː d yː ʋ ə	ʋeːdyːʋə
#
139	*wiraz	*wiraz	Proto-Germanic	39	w i r	wiraz
140	*wiraz	Wehr	German	39	v eː r	veːr
141	*wiraz	weer	Dutch	39	ʋ eː r	ʋeːr
#
1375	*wixslan	*wixslan	Proto-Germanic	377	w i x s l	wixslan
1376	*wixslan	Wechsel	German	377	v ɛ k s ə l	vɛksəl
1377	*wixslan	wissel	Dutch	377	ʋ ɪ s ə l	ʋɪsəl
#
1118	*wiθra	*wiθra	Proto-Germanic	307	w i θ r a	wiθra
1119	*wiθra	Widder	German	307	v ɪ d ə r	vɪdər
1120	*wiθra	wether	English	307	ʋ ɛ ð ə r	ʋɛðər
1121	*wiθra	weder	Dutch	307	ʋ eː d ə r	ʋeːdər
#
504	*wokraz	*wokraz	Proto-Germanic	138	w o k r	wokraz
505	*wokraz	Wucher	German	138	v uː x ə r	vuːxər
506	*wokraz	woeker	Dutch	138	ʋ uː k ə r	ʋuːkər
#
994	*wrenganan	*wrenganan	Proto-Germanic	273	w r e n g a n	wrenganan
995	*wrenganan	ringen	German	273	r ɪ ŋ ə n	rɪŋən
996	*wrenganan	wring	English	273	r ɪ ŋ	rɪŋ
997	*wrenganan	wringen	Dutch	273	ʋ r ɪ ŋ ə	ʋrɪŋə
#
1524	*wulfaz	*wulfaz	Proto-Germanic	418	w u l f	wulfaz
1525	*wulfaz	Wolf	German	418	v ɔ l f	vɔlf
1526	*wulfaz	wolf	English	418	ʋ ʊ l f	ʋʊlf
1527	*wulfaz	wolf	Dutch	418	ʋ ɔ l f	ʋɔlf
#
1693	*wulknan	*wulknan	Proto-Germanic	464	w u l k n	wulknan
1694	*wulknan	Wolke	German	464	v ɔ l k ə	vɔlkə
1695	*wulknan	wolk	Dutch	464	ʋ ɔ l k	ʋɔlk
#
1483	*wullo	*wullo	Proto-Germanic	407	w u ll o	wullo
1484	*wullo	Wolle	German	407	v ɔ l ə	vɔlə
1485	*wullo	wool	English	407	ʋ ʊ l	ʋʊl
1486	*wullo	wol	Dutch	407	ʋ ɔ l	ʋɔl
#
1048	*wundran	*wundran	Proto-Germanic	288	w u n d r	wundran
1049	*wundran	Wunder	German	288	v ʊ n d ə r	vʊndər
1050	*wundran	wonder	English	288	ʋ ʌ n d ə r	ʋʌndər
1051	*wundran	wonder	Dutch	288	ʋ ɔ n d ə r	ʋɔndər
#
232	*wurdan	*wurdan	Proto-Germanic	65	w u r d	wurdan
233	*wurdan	Wort	German	65	v ɔ r t	vɔrt
234	*wurdan	word	English	65	ʋ ɜː d	ʋɜːd
235	*wurdan	woord	Dutch	65	ʋ oː r t	ʋoːrt
#
1848	*wurdjan	*wurdjan	Proto-Germanic	507	w u r d j	wurdjan
1849	*wurdjan	Antwort	German	507	a n t v ɔ r t	antvɔrt
1850	*wurdjan	antwoord	Dutch	507	ɑ n t ʋ oː r t	ɑntʋoːrt
#
399	*wēgiz	*wēgiz	Proto-Germanic	110	w eː g	weːgiz
400	*wēgiz	Waage	German	110	v aː ɡ ə	vaːɡə
401	*wēgiz	waag	Dutch	110	ʋ aː x	ʋaːx
#
1042	*wējanan	*wējanan	Proto-Germanic	286	w eː j a n	weːjanan
1043	*wējanan	wehen	German	286	v eːə n	veːən
1044	*wējanan	waaien	Dutch	286	ʋ aː j ə	ʋaːjə
#
673	*wēpnan	*wēpnan	Proto-Germanic	185	w eː p n	weːpnan
674	*wēpnan	Waffe	German	185	v a f ə	vafə
675	*wēpnan	weapon	English	185	ʋ ɛ p ə n	ʋɛpən
676	*wēpnan	wapen	Dutch	185	ʋ aː p ə	ʋaːpə
#
1	*wīban	*wīban	Proto-Germanic	1	w iː b	wiːban
2	*wīban	Weib	German	1	v ai p	vaip
3	*wīban	wife	English	1	ʋ aɪ f	ʋaɪf
4	*wīban	wijf	Dutch	1	ʋ ɛɪ f	ʋɛɪf
#
1288	*wīgjanan	*wīgjanan	Proto-Germanic	354	w iː g j a n	wiːgjanan
1289	*wīgjanan	weihen	German	354	v aiə n	vaiən
1290	*wīgjanan	wijden	Dutch	354	ʋ ɛɪ d ə	ʋɛɪdə
#
805	*wīsjanan	*wīsjanan	Proto-Germanic	221	w iː s j a n	wiːsjanan
806	*wīsjanan	weisen	German	221	v ai z ə n	vaizən
807	*wīsjanan	wijzen	Dutch	221	ʋ ɛɪ z ə	ʋɛɪzə
#
967	*xabrōn	*xabrōn	Proto-Germanic	266	x a b r oː n	xabroːn
968	*xabrōn	Hafer	German	266	h aː f ə r	haːfər
969	*xabrōn	haver	Dutch	266	h aː v ə r	haːvər
#
1794	*xabukaz	*xabukaz	Proto-Germanic	492	x a b u k	xabukaz
1795	*xabukaz	Habicht	German	492	h aː b ɪ x t	haːbɪxt
1796	*xabukaz	hawk	English	492	h ɔː k	hɔːk
1797	*xabukaz	havik	Dutch	492	h aː v ɪ k	haːvɪk
#
1334	*xabēnan	*xabēnan	Proto-Germanic	366	x a b eː n	xabeːnan
1335	*xabēnan	haben	German	366	h aː b ə n	haːbən
1336	*xabēnan	have	English	366	h æ v	hæv
1337	*xabēnan	hebben	Dutch	366	h ɛ b ə	hɛbə
#
61	*xaftjan	*xaftjan	Proto-Germanic	18	x a f t j	xaftjan
62	*xaftjan	Heft	German	18	h ɛ f t	hɛft
63	*xaftjan	hecht	Dutch	18	h ɛ x t	hɛxt
#
383	*xagjaz	*xagjaz	Proto-Germanic	106	x a g j	xagjaz
384	*xagjaz	Hecke	German	106	h ɛ k ə	hɛkə
385	*xagjaz	hedge	English	106	h ɛ ʤ	hɛʤ
386	*xagjaz	heg	Dutch	106	h ɛ x	hɛx
#
1002	*xaglan	*xaglan	Proto-Germanic	275	x a g l	xaglan
1003	*xaglan	Hagel	German	275	h aː ɡ ə l	haːɡəl
1004	*xaglan	hail	English	275	h eɪ l	heɪl
1005	*xaglan	hagel	Dutch	275	h aː ɣ ə l	haːɣəl
#
753	*xagōn	*xagōn	Proto-Germanic	207	x a g oː n	xagoːn
754	*xagōn	Hag	German	207	h aː k	haːk
755	*xagōn	haw	English	207	h ɔː	hɔː
756	*xagōn	haag	Dutch	207	h aː x	haːx
#
186	*xailjanan	*xailjanan	Proto-Germanic	53	x ai l j a n	xailjanan
187	*xailjanan	heilen	German	53	h ai l ə n	hailən
188	*xailjanan	heal	English	53	h iː l	hiːl
189	*xailjanan	helen	Dutch	53	h eː l ə	heːlə
#
9	*xaimaz	*xaimaz	Proto-Germanic	3	x ai m	xaimaz
10	*xaimaz	Heim	German	3	h ai m	haim
